#======================================================================#
# material, density, radius, mass, temperature, pressure, height, time #
#           (kg/m^3)   (m)   (kg)      (K)        (Pa)     (m)     (s) #
#======================================================================#
iron,7874,0.015,1.1132e-01,294.3,106776, 763, 16.0
iron,7874,0.015,1.1132e-01,295.5,108922, 524, 11.1
iron,7874,0.015,1.1132e-01,281.3, 99287, 671, 14.0
iron,7874,0.015,1.1132e-01,288.7, 97660, 957, 17.9
iron,7874,0.015,1.1132e-01,294.1,103470, 733, 14.4
iron,7874,0.015,1.1132e-01,300.7, 99192, 718, 15.6
iron,7874,0.015,1.1132e-01,285.0, 96382, 864, 16.9
iron,7874,0.015,1.1132e-01,292.4,104454, 793, 14.9
iron,7874,0.015,1.1132e-01,295.9,100979, 877, 16.3
iron,7874,0.015,1.1132e-01,295.0,101090, 556, 11.7
iron,7874,0.015,1.1132e-01,297.6, 98794, 941, 18.5
iron,7874,0.015,1.1132e-01,291.6,104871, 963, 18.7
iron,7874,0.015,1.1132e-01,291.0,100781, 945, 17.0
iron,7874,0.015,1.1132e-01,290.6, 99925, 901, 17.0
iron,7874,0.015,1.1132e-01,298.5,102114, 525, 11.8
iron,7874,0.015,1.1132e-01,294.8, 98395, 832, 15.7
iron,7874,0.015,1.1132e-01,274.4, 98423, 878, 17.4
iron,7874,0.015,1.1132e-01,292.9,103428, 763, 14.4
iron,7874,0.015,1.1132e-01,300.8, 98032, 886, 17.2
iron,7874,0.015,1.1132e-01,293.6,100751, 659, 11.7
iron,7874,0.015,1.1132e-01,309.7,100316,1001, 18.8
iron,7874,0.015,1.1132e-01,290.9,104667, 595, 12.6
iron,7874,0.015,1.1132e-01,291.6, 99949, 780, 14.7
iron,7874,0.015,1.1132e-01,299.5,100078, 990, 19.4
iron,7874,0.015,1.1132e-01,288.6,102307, 915, 16.9
iron,7874,0.015,1.1132e-01,286.0,101151, 619, 11.6
iron,7874,0.015,1.1132e-01,280.4,104170, 897, 18.9
iron,7874,0.015,1.1132e-01,284.2,102563, 830, 16.3
iron,7874,0.015,1.1132e-01,289.2, 97649, 732, 12.4
iron,7874,0.015,1.1132e-01,293.4, 99553, 592, 13.5
iron,7874,0.015,1.1132e-01,284.6, 96298, 628, 14.3
iron,7874,0.015,1.1132e-01,300.1,101513, 716, 15.6
iron,7874,0.015,1.1132e-01,295.2,102641, 636, 14.8
iron,7874,0.015,1.1132e-01,300.3, 97442, 806, 16.1
iron,7874,0.015,1.1132e-01,260.4, 99653, 823, 17.5
iron,7874,0.015,1.1132e-01,292.3,103606, 905, 16.1
iron,7874,0.015,1.1132e-01,299.9, 97580, 732, 14.6
iron,7874,0.015,1.1132e-01,301.9,101243, 684, 14.1
iron,7874,0.015,1.1132e-01,281.9,101771, 885, 17.3
iron,7874,0.015,1.1132e-01,282.2, 97017, 558, 13.1
iron,7874,0.015,1.1132e-01,291.5,101400, 758, 14.7
iron,7874,0.015,1.1132e-01,290.2, 96137, 717, 14.6
iron,7874,0.015,1.1132e-01,291.3,102333, 653, 12.6
iron,7874,0.015,1.1132e-01,283.7,101073, 775, 14.1
iron,7874,0.015,1.1132e-01,297.6, 95792, 718, 14.4
iron,7874,0.015,1.1132e-01,277.0, 97502, 534, 12.0
iron,7874,0.015,1.1132e-01,298.7, 98320, 660, 15.3
iron,7874,0.015,1.1132e-01,292.0,106002, 755, 17.0
iron,7874,0.015,1.1132e-01,307.4, 97891, 786, 16.0
iron,7874,0.015,1.1132e-01,288.9, 97786, 499, 13.2
iron,7874,0.015,1.1132e-01,301.4, 95936, 648, 14.8
iron,7874,0.015,1.1132e-01,301.1, 96902, 850, 16.3
iron,7874,0.015,1.1132e-01,287.8,100647, 938, 16.6
iron,7874,0.015,1.1132e-01,283.7,101243, 581, 11.6
iron,7874,0.015,1.1132e-01,303.1,102710, 779, 13.4
iron,7874,0.015,1.1132e-01,288.9,103084, 680, 14.7
iron,7874,0.015,1.1132e-01,287.8, 97225, 815, 17.0
iron,7874,0.015,1.1132e-01,286.0, 95305, 594, 13.7
iron,7874,0.015,1.1132e-01,275.8,100160, 543, 12.2
iron,7874,0.015,1.1132e-01,280.7, 95754, 656, 14.4
iron,7874,0.015,1.1132e-01,303.8, 98548, 886, 16.2
iron,7874,0.015,1.1132e-01,305.8, 98301, 677, 13.0
iron,7874,0.015,1.1132e-01,283.0,101143, 701, 14.3
iron,7874,0.015,1.1132e-01,296.2, 95320, 762, 15.7
iron,7874,0.015,1.1132e-01,299.1, 98868, 799, 15.9
iron,7874,0.015,1.1132e-01,294.8,103910, 509, 12.3
iron,7874,0.015,1.1132e-01,298.6, 96632, 857, 16.9
iron,7874,0.015,1.1132e-01,288.5, 98432, 511, 11.1
iron,7874,0.015,1.1132e-01,295.2,104474, 725, 13.9
iron,7874,0.015,1.1132e-01,303.8, 98660, 950, 18.3
iron,7874,0.015,1.1132e-01,293.6, 98079, 780, 13.5
iron,7874,0.015,1.1132e-01,287.8,106361, 884, 18.6
iron,7874,0.015,1.1132e-01,309.3,101348, 970, 18.8
iron,7874,0.015,1.1132e-01,288.3, 97091, 707, 15.8
iron,7874,0.015,1.1132e-01,298.0, 95847, 739, 13.3
iron,7874,0.015,1.1132e-01,291.0,106071, 706, 14.7
iron,7874,0.015,1.1132e-01,301.7,100301, 906, 16.7
iron,7874,0.015,1.1132e-01,297.4,101941, 555, 12.9
iron,7874,0.015,1.1132e-01,281.6,100088, 512, 12.0
iron,7874,0.015,1.1132e-01,300.4,100194, 755, 15.8
iron,7874,0.015,1.1132e-01,283.5, 97744, 615, 13.5
iron,7874,0.015,1.1132e-01,289.7, 98283, 695, 13.5
iron,7874,0.015,1.1132e-01,291.9, 98321, 576, 11.6
iron,7874,0.015,1.1132e-01,294.0,102360, 957, 17.5
iron,7874,0.015,1.1132e-01,291.2,101158, 931, 17.7
iron,7874,0.015,1.1132e-01,293.6, 96833, 979, 17.7
iron,7874,0.015,1.1132e-01,287.4, 97704, 816, 17.5
iron,7874,0.015,1.1132e-01,290.8, 99535, 711, 13.4
iron,7874,0.015,1.1132e-01,288.4,100010, 897, 17.9
iron,7874,0.015,1.1132e-01,294.8, 96555, 597, 14.1
iron,7874,0.015,1.1132e-01,283.2,106268, 791, 15.9
iron,7874,0.015,1.1132e-01,286.8,104247, 759, 15.3
iron,7874,0.015,1.1132e-01,285.6, 95815, 610, 12.7
iron,7874,0.015,1.1132e-01,294.8,105353, 811, 16.8
iron,7874,0.015,1.1132e-01,291.4,104017, 518, 12.4
iron,7874,0.015,1.1132e-01,289.6,102837, 679, 16.9
iron,7874,0.015,1.1132e-01,293.0,100138, 667, 14.4
iron,7874,0.015,1.1132e-01,302.8,100757, 601, 10.6
iron,7874,0.015,1.1132e-01,299.5, 95384, 595, 13.0
iron,7874,0.015,1.1132e-01,296.0, 96486, 576, 12.0
iron,7874,0.015,1.1132e-01,273.4, 98840, 967, 18.7
iron,7874,0.015,1.1132e-01,304.2,100863, 571, 10.9
iron,7874,0.015,1.1132e-01,281.1,101626, 631, 14.5
iron,7874,0.015,1.1132e-01,277.8,101294, 753, 15.9
iron,7874,0.015,1.1132e-01,304.0,105656, 949, 18.9
iron,7874,0.015,1.1132e-01,281.2,100486, 952, 17.3
iron,7874,0.015,1.1132e-01,282.9, 98867, 523,  9.7
iron,7874,0.015,1.1132e-01,273.9,100248, 906, 17.6
iron,7874,0.015,1.1132e-01,288.9,105396, 831, 17.3
iron,7874,0.015,1.1132e-01,287.1,100754, 796, 17.2
iron,7874,0.015,1.1132e-01,302.5, 98621, 598, 13.6
iron,7874,0.015,1.1132e-01,300.2,102689, 943, 18.7
iron,7874,0.015,1.1132e-01,305.3,102253, 756, 15.0
iron,7874,0.015,1.1132e-01,296.1, 93366, 736, 13.4
iron,7874,0.015,1.1132e-01,304.4, 99592, 909, 17.1
iron,7874,0.015,1.1132e-01,284.4, 97942, 877, 15.6
iron,7874,0.015,1.1132e-01,296.3,100444, 914, 16.6
iron,7874,0.015,1.1132e-01,302.9, 99657, 869, 17.1
iron,7874,0.015,1.1132e-01,285.2, 98422, 783, 15.7
iron,7874,0.015,1.1132e-01,304.2,102629, 920, 18.3
iron,7874,0.015,1.1132e-01,293.4,103590, 739, 15.1
iron,7874,0.015,1.1132e-01,296.8,101846, 531, 
iron,7874,0.015,1.1132e-01,302.6, 98648, 762, 16.1
iron,7874,0.015,1.1132e-01,283.8,101452, 969, 18.1
iron,7874,0.015,1.1132e-01,290.7,104567, 729, 14.8
iron,7874,0.015,1.1132e-01,293.2, 97991, 626, 12.2
iron,7874,0.015,1.1132e-01,296.1, 99978, 576, 14.2
iron,7874,0.015,1.1132e-01,285.6,100945, 903, 19.2
iron,7874,0.015,1.1132e-01,293.4, 93780, 655, 14.3
iron,7874,0.015,1.1132e-01,298.8, 99490, 575, 12.5
iron,7874,0.015,1.1132e-01,267.2, 97680, 846, 16.4
iron,7874,0.015,1.1132e-01,287.3,102210, 687, 13.1
iron,7874,0.015,1.1132e-01,313.1, 99507, 544, 11.2
iron,7874,0.015,1.1132e-01,288.1,103183, 778, 16.0
iron,7874,0.015,1.1132e-01,289.9,101282, 902, 16.3
iron,7874,0.015,1.1132e-01,294.1, 96380, 940, 18.0
iron,7874,0.015,1.1132e-01,288.2, 96214, 916, 17.7
iron,7874,0.015,1.1132e-01,298.9,100876, 615, 12.1
iron,7874,0.015,1.1132e-01,280.8, 99615, 903, 19.7
iron,7874,0.015,1.1132e-01,294.8,100934, 538, 14.1
iron,7874,0.015,1.1132e-01,301.7,100047, 994, 17.4
iron,7874,0.015,1.1132e-01,292.5,102718, 688, 13.5
iron,7874,0.015,1.1132e-01,293.6, 99731, 949, 18.5
iron,7874,0.015,1.1132e-01,290.2, 91547, 790, 17.2
iron,7874,0.015,1.1132e-01,300.5,100330, 787, 16.4
iron,7874,0.015,1.1132e-01,271.6,101015, 775, 17.1
iron,7874,0.015,1.1132e-01,268.6,104574, 890, 18.2
iron,7874,0.015,1.1132e-01,286.5,100515, 604, 13.8
iron,7874,0.015,1.1132e-01,301.8,107818, 666, 13.9
iron,7874,0.015,1.1132e-01,300.5,107328, 668, 14.2
iron,7874,0.015,1.1132e-01,299.4, 97088, 626, 12.0
iron,7874,0.015,1.1132e-01,295.5,101336, 774, 16.0
iron,7874,0.015,1.1132e-01,312.6, 97986, 825, 18.5
iron,7874,0.015,1.1132e-01,275.7,102491, 587, 12.1
iron,7874,0.015,1.1132e-01,309.3,100552, 735, 15.5
iron,7874,0.015,1.1132e-01,301.1, 97665, 698, 13.4
iron,7874,0.015,1.1132e-01,296.5, 96844, 495, 11.8
iron,7874,0.015,1.1132e-01,294.7, 97121, 709, 15.2
iron,7874,0.015,1.1132e-01,269.4,101517, 901, 17.3
iron,7874,0.015,1.1132e-01,316.9, 94258, 809, 15.5
iron,7874,0.015,1.1132e-01,299.3,101741, 863, 16.5
iron,7874,0.015,1.1132e-01,302.4, 98934, 615, 11.5
iron,7874,0.015,1.1132e-01,301.8,101017, 598, 12.7
iron,7874,0.015,1.1132e-01,298.4,103942, 875, 18.3
iron,7874,0.015,1.1132e-01,281.3, 99386, 719, 14.6
iron,7874,0.015,1.1132e-01,300.1,101516, 633, 13.0
iron,7874,0.015,1.1132e-01,289.4, 95475, 894, 15.6
iron,7874,0.015,1.1132e-01,295.9, 98813, 921, 17.7
iron,7874,0.015,1.1132e-01,285.5, 95960, 749, 14.4
iron,7874,0.015,1.1132e-01,281.1, 97404,1000, 17.7
iron,7874,0.015,1.1132e-01,301.3, 97135, 976, 17.2
iron,7874,0.015,1.1132e-01,285.9,100678, 675, 14.1
iron,7874,0.015,1.1132e-01,284.3,102671, 712, 15.5
iron,7874,0.015,1.1132e-01,289.5,104382, 891, 16.5
iron,7874,0.015,1.1132e-01,297.8, 99230, 776, 15.4
iron,7874,0.015,1.1132e-01,298.7,101546, 905, 16.3
iron,7874,0.015,1.1132e-01,285.8,100372, 589, 12.1
iron,7874,0.015,1.1132e-01,293.4,105548, 946, 19.0
iron,7874,0.015,1.1132e-01,299.2,104447, 561, 12.4
iron,7874,0.015,1.1132e-01,298.2, 95581, 923, 19.3
iron,7874,0.015,1.1132e-01,297.9,102608, 800, 16.1
iron,7874,0.015,1.1132e-01,284.9,100307, 892, 17.1
iron,7874,0.015,1.1132e-01,298.6, 97880, 629, 13.9
iron,7874,0.015,1.1132e-01,290.4,101886, 811, 18.4
iron,7874,0.015,1.1132e-01,293.3,101512, 871, 16.3
iron,7874,0.015,1.1132e-01,277.8,100392, 969, 18.3
iron,7874,0.015,1.1132e-01,292.8,104991, 819, 16.4
iron,7874,0.020,2.6386e-01,287.6, 98805, 862, 16.8
iron,7874,0.020,2.6386e-01,274.6,104988, 820, 14.4
iron,7874,0.020,2.6386e-01,310.5,104984, 723, 14.5
iron,7874,0.020,2.6386e-01,303.5, 96461, 739, 13.8
iron,7874,0.020,2.6386e-01,293.2,100875, 905, 16.1
iron,7874,0.020,2.6386e-01,293.6, 97985, 539, 10.7
iron,7874,0.020,2.6386e-01,286.5, 95462, 862, 15.1
iron,7874,0.020,2.6386e-01,281.7,100468, 828, 17.0
iron,7874,0.020,2.6386e-01,306.2,101864, 839, 15.4
iron,7874,0.020,2.6386e-01,283.3, 98048, 660, 13.7
iron,7874,0.020,2.6386e-01,287.8,100191, 959, 17.1
iron,7874,0.020,2.6386e-01,295.3,101657, 496, 11.3
iron,7874,0.020,2.6386e-01,290.2,103034, 981, 17.6
iron,7874,0.020,2.6386e-01,297.1,102174, 964, 16.8
iron,7874,0.020,2.6386e-01,302.1, 98241, 857, 14.8
iron,7874,0.020,2.6386e-01,282.1,104467, 539, 13.0
iron,7874,0.020,2.6386e-01,304.8, 99634, 596, 11.5
iron,7874,0.020,2.6386e-01,293.5,101084, 921, 17.4
iron,7874,0.020,2.6386e-01,296.5, 96573, 569, 12.4
iron,7874,0.020,2.6386e-01,285.5, 92056, 616, 11.4
iron,7874,0.020,2.6386e-01,289.3, 98501, 617, 13.0
iron,7874,0.020,2.6386e-01,294.5,100766, 577, 12.5
iron,7874,0.020,2.6386e-01,292.6, 98633, 544, 10.0
iron,7874,0.020,2.6386e-01,305.9,103286, 967, 16.4
iron,7874,0.020,2.6386e-01,297.7,100504, 588, 10.1
iron,7874,0.020,2.6386e-01,296.3,100334, 836, 16.8
iron,7874,0.020,2.6386e-01,309.7,103648, 652, 12.3
iron,7874,0.020,2.6386e-01,298.6, 98166, 972, 17.6
iron,7874,0.020,2.6386e-01,296.8,104563, 984, 16.6
iron,7874,0.020,2.6386e-01,289.9, 95823, 578, 13.1
iron,7874,0.020,2.6386e-01,295.5,100438, 887, 17.3
iron,7874,0.020,2.6386e-01,297.5,102071, 847, 15.7
iron,7874,0.020,2.6386e-01,291.2, 97050, 955, 17.0
iron,7874,0.020,2.6386e-01,297.1, 96187, 927, 17.7
iron,7874,0.020,2.6386e-01,271.3, 95425, 897, 18.0
iron,7874,0.020,2.6386e-01,294.4,101197, 993, 17.7
iron,7874,0.020,2.6386e-01,285.8, 98447, 540, 11.1
iron,7874,0.020,2.6386e-01,282.1, 99480, 665, 12.2
iron,7874,0.020,2.6386e-01,298.8, 94990, 792, 14.9
iron,7874,0.020,2.6386e-01,296.6, 96857, 967, 18.2
iron,7874,0.020,2.6386e-01,301.0,101488, 593, 11.6
iron,7874,0.020,2.6386e-01,294.8, 97251, 819, 14.2
iron,7874,0.020,2.6386e-01,276.2, 98015, 743, 15.6
iron,7874,0.020,2.6386e-01,295.7,102692, 836, 14.9
iron,7874,0.020,2.6386e-01,289.8, 99841, 537, 12.1
iron,7874,0.020,2.6386e-01,292.5, 97986, 743, 14.6
iron,7874,0.020,2.6386e-01,287.7, 97390, 626, 11.0
iron,7874,0.020,2.6386e-01,301.2,103663, 607, 13.5
iron,7874,0.020,2.6386e-01,262.2,101221, 853, 13.5
iron,7874,0.020,2.6386e-01,301.3, 94396, 910, 17.6
iron,7874,0.020,2.6386e-01,284.2, 99237, 755, 14.2
iron,7874,0.020,2.6386e-01,303.7,103219, 709, 14.8
iron,7874,0.020,2.6386e-01,285.2,102947, 739, 12.6
iron,7874,0.020,2.6386e-01,293.6,100591, 717, 13.4
iron,7874,0.020,2.6386e-01,299.3,100767, 839, 14.5
iron,7874,0.020,2.6386e-01,288.6, 98738, 577, 12.1
iron,7874,0.020,2.6386e-01,290.2, 96783, 771, 13.9
iron,7874,0.020,2.6386e-01,296.8, 98361, 709, 14.7
iron,7874,0.020,2.6386e-01,296.0, 99111, 949, 17.7
iron,7874,0.020,2.6386e-01,307.1,102226, 877, 14.2
iron,7874,0.020,2.6386e-01,289.1, 92166, 818, 16.3
iron,7874,0.020,2.6386e-01,301.0,103180, 517, 10.6
iron,7874,0.020,2.6386e-01,292.1,100026, 762, 13.6
iron,7874,0.020,2.6386e-01,304.1, 97163, 945, 15.8
iron,7874,0.020,2.6386e-01,292.6, 98266, 950, 17.9
iron,7874,0.020,2.6386e-01,309.0, 99974, 811, 17.1
iron,7874,0.020,2.6386e-01,279.5,101454, 555, 13.0
iron,7874,0.020,2.6386e-01,306.3,106011, 697, 14.0
iron,7874,0.020,2.6386e-01,306.0, 99538, 679, 14.0
iron,7874,0.020,2.6386e-01,288.3, 95916, 785, 16.6
iron,7874,0.020,2.6386e-01,292.8,102267, 875, 15.7
iron,7874,0.020,2.6386e-01,294.5, 98990, 835, 14.9
iron,7874,0.020,2.6386e-01,294.1, 98011,1010, 16.7
iron,7874,0.020,2.6386e-01,296.3,104306, 862, 15.5
iron,7874,0.020,2.6386e-01,281.0,101748, 741, 13.0
iron,7874,0.020,2.6386e-01,288.4,103455, 739, 13.7
iron,7874,0.020,2.6386e-01,283.1, 96291, 922, 17.2
iron,7874,0.020,2.6386e-01,285.7,103343, 967, 16.4
iron,7874,0.020,2.6386e-01,267.8,100671, 731, 14.7
iron,7874,0.020,2.6386e-01,287.5, 99947, 635, 13.6
iron,7874,0.020,2.6386e-01,279.8,101373, 799, 13.5
iron,7874,0.020,2.6386e-01,277.5,101050, 590, 12.8
iron,7874,0.020,2.6386e-01,292.5, 94980, 770, 13.9
iron,7874,0.020,2.6386e-01,301.2,102984, 516, 12.0
iron,7874,0.020,2.6386e-01,297.0, 96635, 672, 13.9
iron,7874,0.020,2.6386e-01,299.7, 95746, 651, 11.9
iron,7874,0.020,2.6386e-01,282.4, 96346, 841, 15.8
iron,7874,0.020,2.6386e-01,294.3, 92795, 872, 15.3
iron,7874,0.020,2.6386e-01,290.9,103453, 669, 13.4
iron,7874,0.020,2.6386e-01,289.5,106010, 901, 16.1
iron,7874,0.020,2.6386e-01,294.6, 99833, 710, NaN
iron,7874,0.020,2.6386e-01,303.7,104790, 847, 17.0
iron,7874,0.020,2.6386e-01,280.5, 98484, 727, 13.9
iron,7874,0.020,2.6386e-01,293.6, 98862, 927, 14.0
iron,7874,0.020,2.6386e-01,295.4, 97129, 567, 11.4
iron,7874,0.020,2.6386e-01,279.7, 98108, 692, 15.2
iron,7874,0.020,2.6386e-01,309.8, 96404, 988, 17.2
iron,7874,0.020,2.6386e-01,302.7,102747, 583, 11.7
iron,7874,0.020,2.6386e-01,294.1,105090, 887, 16.1
iron,7874,0.020,2.6386e-01,275.9,101094, 626, 13.7
iron,7874,0.020,2.6386e-01,286.0,100398, 832, 15.0
iron,7874,0.020,2.6386e-01,289.8, 96837, 901, 15.0
iron,7874,0.020,2.6386e-01,290.8,104564, 845, 14.9
iron,7874,0.020,2.6386e-01,298.0,104344, 522, 10.9
iron,7874,0.020,2.6386e-01,304.2, 91336, 789, 14.3
iron,7874,0.020,2.6386e-01,277.3, 98678, 908, 17.3
iron,7874,0.020,2.6386e-01,292.9,107377, 981, 19.7
iron,7874,0.020,2.6386e-01,315.0, 98204, 670, 14.8
iron,7874,0.020,2.6386e-01,291.0,100278, 645, 12.1
iron,7874,0.020,2.6386e-01,282.5, 98054, 593, 13.8
iron,7874,0.020,2.6386e-01,290.4, 99866, 665, 13.5
iron,7874,0.020,2.6386e-01,297.8,100764, 934, 17.6
iron,7874,0.020,2.6386e-01,280.8,102641, 928, 17.6
iron,7874,0.020,2.6386e-01,282.7,100751, 753, 14.0
iron,7874,0.020,2.6386e-01,281.2, 98928, 720, 12.6
iron,7874,0.020,2.6386e-01,287.5,104219, 786, 14.0
iron,7874,0.020,2.6386e-01,295.6, 94323, 568, 12.5
iron,7874,0.020,2.6386e-01,292.6, 99416, 640, 13.5
iron,7874,0.020,2.6386e-01,286.7, 98591, 803, 15.4
iron,7874,0.020,2.6386e-01,291.3,102637, 608, 11.9
iron,7874,0.020,2.6386e-01,286.6,101482, 713, 14.0
iron,7874,0.020,2.6386e-01,297.8,101358, 770, 15.9
iron,7874,0.020,2.6386e-01,283.8, 93092, 916, 15.2
iron,7874,0.020,2.6386e-01,273.5,102771, 857, 16.0
iron,7874,0.020,2.6386e-01,297.5,100202, 919, 14.6
iron,7874,0.020,2.6386e-01,301.8,101276, 770, 14.9
iron,7874,0.020,2.6386e-01,301.8, 99076, 571, 10.1
iron,7874,0.020,2.6386e-01,283.3, 97761, 621, 12.9
iron,7874,0.020,2.6386e-01,286.1,103505, 852, 15.3
iron,7874,0.020,2.6386e-01,293.9, 99907, 852, 14.1
iron,7874,0.020,2.6386e-01,301.4, 98481, 635, 13.7
iron,7874,0.020,2.6386e-01,281.5,101231, 608, 12.1
iron,7874,0.020,2.6386e-01,305.0, 96643, 678, 13.3
iron,7874,0.020,2.6386e-01,287.9, 98615, 811, 15.5
iron,7874,0.020,2.6386e-01,288.2,101053, 838, 16.7
iron,7874,0.020,2.6386e-01,294.5, 99174, 872, 15.8
iron,7874,0.020,2.6386e-01,312.7,100236, 924, 19.2
iron,7874,0.020,2.6386e-01,289.3,100601, 626, 12.1
iron,7874,0.020,2.6386e-01,288.6,101853, 888, 17.2
iron,7874,0.020,2.6386e-01,292.5, 99685, 602, 12.2
iron,7874,0.020,2.6386e-01,282.6,103121, 638, 14.4
iron,7874,0.020,2.6386e-01,298.3, 99205, 551, 11.3
iron,7874,0.020,2.6386e-01,286.0,106251, 835, 16.3
iron,7874,0.020,2.6386e-01,312.9,103746, 584, 13.4
iron,7874,0.020,2.6386e-01,289.1,101575, 540, 12.1
iron,7874,0.020,2.6386e-01,290.5,102803, 532, 12.5
iron,7874,0.020,2.6386e-01,282.7, 99573, 513, 13.1
iron,7874,0.020,2.6386e-01,319.3, 96768, 981, 17.2
iron,7874,0.020,2.6386e-01,294.2,103716, 546, 13.7
iron,7874,0.020,2.6386e-01,295.7, 95563, 994, 16.0
iron,7874,0.020,2.6386e-01,295.9, 98613, 839, 16.6
iron,7874,0.020,2.6386e-01,290.5,102974, 728, 13.0
iron,7874,0.020,2.6386e-01,298.4,104111, 916, 16.9
iron,7874,0.020,2.6386e-01,294.7, 98989, 828, 17.2
iron,7874,0.020,2.6386e-01,301.1,100404, 821, 14.6
iron,7874,0.020,2.6386e-01,291.5,104332, 677, 14.3
iron,7874,0.020,2.6386e-01,300.6,101648, 838, 15.7
iron,7874,0.020,2.6386e-01,287.0, 98435, 803, 17.1
iron,7874,0.020,2.6386e-01,291.5,101200, 834, 16.1
iron,7874,0.020,2.6386e-01,289.3, 93409, 841, 16.7
iron,7874,0.020,2.6386e-01,292.9,103000, 989, 18.2
iron,7874,0.020,2.6386e-01,293.6,102743,1012, 17.5
iron,7874,0.020,2.6386e-01,289.9, 96883, 969, 16.5
iron,7874,0.020,2.6386e-01,283.6,101615, 714, 15.4
iron,7874,0.020,2.6386e-01,286.6, 97748, 960, 16.1
iron,7874,0.020,2.6386e-01,288.4, 99136, 815, 14.0
iron,7874,0.020,2.6386e-01,299.3,102736, 712, 16.5
iron,7874,0.020,2.6386e-01,284.4, 98095, 505, 12.5
iron,7874,0.020,2.6386e-01,294.1, 98521, 891, 17.2
iron,7874,0.020,2.6386e-01,300.1, 98817, 539, 11.9
iron,7874,0.020,2.6386e-01,290.0, 96790, 940, 17.7
iron,7874,0.020,2.6386e-01,274.1,103899, 897, 17.7
iron,7874,0.020,2.6386e-01,283.1,100413, 929, 17.5
iron,7874,0.020,2.6386e-01,299.9,102891, 611, 13.5
iron,7874,0.020,2.6386e-01,296.0,102201,1012, 16.4
iron,7874,0.020,2.6386e-01,295.8, 98756, 531, 12.0
iron,7874,0.020,2.6386e-01,289.9, 97652, 545, 12.0
iron,7874,0.020,2.6386e-01,294.0,101220, 683, 13.6
iron,7874,0.020,2.6386e-01,288.5, 95483, 741, 12.5
iron,7874,0.020,2.6386e-01,291.0, 97861, 565, 13.8
iron,7874,0.020,2.6386e-01,301.3,104504, 722, 12.2
iron,7874,0.020,2.6386e-01,291.9, 97296, 636, 15.3
iron,7874,0.020,2.6386e-01,290.5, 97077, 872, 16.6
iron,7874,0.020,2.6386e-01,271.8, 96854, 796, 13.9
iron,7874,0.020,2.6386e-01,287.6,104671, 691, 14.4
iron,7874,0.020,2.6386e-01,308.8, 99858, 718, 15.0
iron,7874,0.020,2.6386e-01,278.2,100212, 848, 15.5
iron,7874,0.020,2.6386e-01,286.1,101777, 670, 13.5
iron,7874,0.020,2.6386e-01,300.6,101952, 841, 16.1
iron,7874,0.020,2.6386e-01,291.4,105682, 899, 19.2
iron,7874,0.020,2.6386e-01,286.0,100760, 539, 12.6
iron,7874,0.020,2.6386e-01,295.1, 98544, 600, 11.7
iron,7874,0.020,2.6386e-01,295.5, 97942, 975, 16.8
iron,7874,0.020,2.6386e-01,294.4, 96987, 918, 15.5
iron,7874,0.020,2.6386e-01,295.7, 99350, 939, 16.9
iron,7874,0.020,2.6386e-01,286.8, 99213, 547, 11.1
iron,7874,0.020,2.6386e-01,290.9,105643, 531, 12.7
iron,7874,0.020,2.6386e-01,299.3,102063, 619, 11.7
iron,7874,0.020,2.6386e-01,302.4,101873, 661, 14.5
iron,7874,0.020,2.6386e-01,300.5, 96336, 702, 14.8
iron,7874,0.025,5.1535e-01,288.1, 96502, 860, 17.6
iron,7874,0.025,5.1535e-01,292.7, 96336, 768, 14.8
iron,7874,0.025,5.1535e-01,274.2,100957, 722, 15.6
iron,7874,0.025,5.1535e-01,306.4,100055, 548,  9.7
iron,7874,0.025,5.1535e-01,284.8,102022, 830, 14.8
iron,7874,0.025,5.1535e-01,308.5,100192, 967, 16.3
iron,7874,0.025,5.1535e-01,292.9, 96051, 764, 12.0
iron,7874,0.025,5.1535e-01,275.4,107248, 966, 16.4
iron,7874,0.025,5.1535e-01,302.6, 95961, 950, 16.4
iron,7874,0.025,5.1535e-01,279.1,103059, 734, 13.1
iron,7874,0.025,5.1535e-01,306.6, 96540, 874, 15.6
iron,7874,0.025,5.1535e-01,289.9,102499, 604, 11.2
iron,7874,0.025,5.1535e-01,296.7,103206, 700, 13.9
iron,7874,0.025,5.1535e-01,302.8, 95951, 486, 11.6
iron,7874,0.025,5.1535e-01,293.7,101330, 727, 15.5
iron,7874,0.025,5.1535e-01,300.8,105018, 920, 15.1
iron,7874,0.025,5.1535e-01,304.6, 95941, 740, 15.7
iron,7874,0.025,5.1535e-01,286.5, 95970, 743, 12.5
iron,7874,0.025,5.1535e-01,301.2, 97956, 735, 14.1
iron,7874,0.025,5.1535e-01,277.6, 98767, 900, 16.4
iron,7874,0.025,5.1535e-01,301.8, 98907, 510, 10.5
iron,7874,0.025,5.1535e-01,280.5,100654, 906, 16.3
iron,7874,0.025,5.1535e-01,289.4, 98446, 888, 14.6
iron,7874,0.025,5.1535e-01,281.6,104996, 621, 13.5
iron,7874,0.025,5.1535e-01,293.2,101923, 882, 15.3
iron,7874,0.025,5.1535e-01,297.6, 99367, 961, 16.5
iron,7874,0.025,5.1535e-01,293.8,100754, 878, 14.9
iron,7874,0.025,5.1535e-01,289.0, 97127, 700, 13.5
